"name","u_company","manager","u_group_category","description","vendors","u_location","u_location.company","sys_id"
"ICD-Public-Cloud-PROB","Marriott","Kevin Schumacher","Assignment","This group is for the assignment of Problem Tickets destine for the Infrastructure Cloud & DevOps (ICD)  Public Cloud Team","","","","5b18facb1b4c641049cda979b04bcb65"
"ICD-Public-Cloud-Support","Marriott","Kevin Schumacher","Assignment","Infrastructure Cloud Delivery Public Cloud Support Queue","","","","2c183acb1b4c641049cda979b04bcbb9"
"ICD-Security","Marriott","Gary Morris","Assignment","Tasking for ICD Security & Compliance team","","","","2a1465b34755e9d0823f878a436d438b"
"ICD-Testing-QA-PROB","Marriott","","Assignment","Infrastructure Cloud Delivery QA Assignment Group","","","","9fc7de9e1bc924903cb811b4bd4bcb6b"
"ICD-Testing-QA-Support","Marriott","","Assignment","Infrastructure Cloud Delivery QA Support Queue","","","","dfc7de9e1bc924903cb811b4bd4bcb68"
"IDEA-Infrastructure Engineering-Hosting-Support","Marriott","Stewart Hardy III","Assignment","Created for Application Hosting Request catalog item","","","","ab86ca7bdb1c5b441048715a8c96196c"
"IDEA-Infrastructure-Development-Cloud-PROB-Support","Marriott","","Assignment","Cloud Architects act as solutions architects within the Run organization. They drive both infrastructure-centric as well as solutions-centric architecture decisions which allow for modern, scalable, and portable application development for Cloud Implementations.","","","","f570f392db75c708d82838f0ad961989"
"IDeaS-G3-RMS-APPRV","Marriott","Alan Hillier","Approval","Provide new user provisioning for 3rd part Revenue Management System, IDeaS G3 RMS","","","","b77cd182874251507ce54045dabb3594"
"IDeaS-G3-RMS-Queue-Group-Support-US-CAN","Marriott","Alan Hillier","Approval","New Request for SNOW Queue to track new user request tickets","","","","30a39dcc472719145ddbe6b5536d438f"
"Ideaworks","Marriott","Meagan Moran","Security","Ideaworks group is the first approval for ideas","","","","247bf51f0ffe87004fe2f08ce1050e13"
"IdeaWorks-Final-Review-APPRV","Marriott","Meagan Moran","Approval","Final Review of incoming Ideas","","","","8770cb65db6888902b662fe51b961958"
"IdeaWorks-Initial-Review-APPRV","Marriott","Meagan Moran","Approval","Review of incoming Ideas","","","","d23059a9db94c4d46ee02df84b9619d9"
"Identity-Shoppe-Forms-APPRV-US-CAN","Deloitte","Katharine Blood","Approval","The purpose of this group is to approve Identity Shoppe engagement form requests (change requests, new form requests, etc.)","","","","d31adf51dbe149d075589c46b996199d"
"IDSS-Digital-build-1-POD-Support-US-CAN","Marriott","Inka Patel","Assignment","To support MGP IDSS Digital Build 1 POD","","","","15ca7c4197d2e9103bac72671153af2a"
"IDSS-Systems-POD-Support-US-CAN","Marriott","Roger Matumula","Assignment","This group will support various MGP initiatives related to Infrastructure and product delivery [Primarily for MGP Polar Express ART]","","","","86e3a1ff9741615012a8b4efe153af02"
"IHub-Support-EUR","Marriott","Jane Sharratt","Assignment","24/7 Support, Incident Management and P1/Critical Escalation","","","","65303e6adb002f0c62dcf9afaa9619ec"
"IM-Support-EMEA","Marriott","Uwe Pfund","Assignment","IM-Support-EMEA","","","","6c0ad936dbebba00b3375e65ce961929"
"Image-Content-Distribution-OTAs-Leonardo-Support","Marriott","Josephine Brent","Assignment","Group will address questions regarding image distribution via Leonardo to OTA's","","","","41dbfca84709b19050a7e738436d432c"
"IMS-ARS-MarriottRewards-Support","Marriott","Laura Sorensen","Assignment","When Mainframe Logon ID Access requests move from Identity Center to the new platform (Identity Shoppe),  It is going to be set up so a SNOW ticket is created to this group if the Mainframe ID needs to be set up with IMS or ARS access.","","","","d90a10c01b358d103fdea79b2d4bcb31"
"INCIDENT NOTICE-APPRV","Marriott","Lee Wharton","Assignment","This group is created for catalog item ""Incident Management Notifications"" RITMs only","","","","dc047ae10fe74f844fe2f08ce1050e55"
"INCIDENT NOTICE-Provisioning-Support","Marriott","Lee Wharton","Assignment","This group is created for catalog item ""Incident Management Notifications"" RITMs only","","","","1b2b4eab0f430b804fe2f08ce1050e81"
"Incident Process Owners","Marriott","Quang Tran","Approval","Members are responsible for incident","","","","3e01e508db42b304b478502bdc9619ad"
"Incident-Mgmt-Consumer-Analytics-L2-APPRV","TCS","Rahul Saxena","Approval","to provide additional APS approval parameters","","","","26369b2fdb7ff74059ad13694b9619df"
"Incident-Mgmt-Consumer-Analytics-L2-Support","TCS","Rahul Saxena","Assignment","Incident Management support for Consumer and Analytics applications","","","","c2c31a2adbb27b84cf21a1ac0b9619e0"
"Incident-Mgmt-DigitalAndReservations-L2-APPRV","TCS","Rahul Saxena","Approval","To approve release tasks assigned to Incident Management.","","","","57c6d7a7dbbff74059ad13694b9619a4"
"Incident-Mgmt-GlobalOperations-L2-Support-APPRV","TCS","Rahul Saxena","Approval","Release approval (L2 Incident Mgmt perspective)","","","","dd9693e3dbbff74059ad13694b961940"
"IncidentMgmt-CI-L2-APPRV","TCS","Rahul Saxena","Approval","With the new reorg the Consolidated Inventory L2 team has been moved out of Consumer Analytics L2 group.  ","","","","2fe9ba851b6464501261ed7dee4bcb5f"
"IncidentMgmt-CI-L2-Support","TCS","Rahul Saxena","Assignment","With the new reorg the Consolidated Inventory L2 team has been moved out of Consumer Analytics L2 group.  ","","","","1fc9f2851b6464501261ed7dee4bcb1f"
"IncidentMgmt-Digital-L2-Support","TCS","Rahul Saxena","Assignment","Incident Management for Digital Applications - Marriott.com, Mobile, API, etc.","","","","3e293711dba67700a1b15c68dc9619a6"
"IncidentMgmt-GlobalOperations-L2-Support","TCS","Grace Chorey","Assignment","Incident Management for Global Operations Applications (MPG, Mobile Key, etc)","","","","5ba1c8b5db3af704ac1126aa4b9619f0"
"IncidentMgmt-Reservations-L2-Support","TCS","Lee Wharton","Assignment","** Group is part of the ServiceNow to Amadeus Salesforce integration **  DO NOT Change/Rename/Delete until integration code is updated in PROD first **
Provide L2 support for reservation applications.","","","","d479002bdb8bff00c21d850d0b961948"
"Individual-Rights-Platform-APPRV","Marriott","Kennedy Kamau","Approval","This group approves business access requests to Individual Rights Platform application. Approval requires verification that user requesting access matches the IRP persona they selected in the SNOW request.","","","","a8f3adcf476539145ddbe6b5536d43ff"
"Individual-Rights-Platform-Dev-US-CAN","Marriott","Padma Priya Manargudi","Assignment","This is Build team for Individual Rights Platform","","","","a934e54347a539145ddbe6b5536d43c0"
"InfoGenesis-GPOS","ITC","Daniel Tadros","Assignment","Support the Marriott hosted InfoGenesis properties with Marriott specific issues involving InfoGenesis. Including above property access, mapping, and other issues.","","","","b646625493f3c614905eb5656aba10cb"
"InfoGenesis-GPOS-APPRV-US-CAN","Accenture","Daniel Tadros","Approval","Support for InfoGenesis GPOS Application","","","","4136a6d093f3c614905eb5656aba10cc"
"InfoGenesis-GPOS-notification","Marriott","Liem Vuong","Assignment","Notification group for InfoGenesis Point of Sale","","","","a2ddc83787085ad0417f8774dabb3510"
"InfoGenesis-GPOS-PROB","Accenture","Daniel Tadros","Assignment","InfoGenesis GPOS - in the event of a problem record","","","","3336aad093f3c614905eb5656aba1074"
"Infrastructure---Network-Service-Team-Quality","Marriott","Matthew Barczak","Security","Team of Service Owners responsible for maintaining their Business services.","","","","f0705ba6db098450cd5782ba0b9619c0"
"Infrastructure-Security-APPRV","Marriott","Frank Cardile","Approval","Infrastructure Security provides an oversight on Firewall policy and deployment changes and reviews, IPS/IDS management and deployment, Endpoint management, policy and deployment, management and deployment of other Network Security devices as needed.   Use this queue for approval activities. (This group falls under iT Security Delivery & Operation organization.)","","","","375795a1db7b7240d82838f0ad96192a"
"Infrastructure-Security-Support","Marriott","Frank Cardile","Assignment","Infrastructure Security provide an oversight on FW policy and deployment changes and reviews, IPS/IDS management and deployment, Endpoint management, policy and deployment, management and deployment of other Network Security devices as needed.   Use this queue for support of activities. (This group falls under GIS - Security Architecture and Engineering.)
","","","","5ffe086bdb3b7a40b3375e65ce961955"
"InfrastructureCloudOperations-Support","Marriott","","Assignment","Assignment Group for L3 Operations group supporting  systems in Private Cloud, Hybrid Cloud, Public Cloud.","","","","fab2da19db6bdb48ee394b9f299619cc"
"InfrastructureDatabaseOperations-PROB","Marriott","Pedro Padilla","Assignment","Group for Level 3 Operations problem management for Database Operations","","","","56d616ffdb7a1b44b355dda5ca96191e"
"InfrastructureDatabaseOperations-Support","Marriott","Pedro Padilla","Assignment","Group for Level 3 Operations Database support","","","","6b3f527bdb725b44b355dda5ca9619b2"
"InfrastructureMiddlewareOperations-PROB","Marriott","","Assignment","Group for Level 3 Operations problem management for Middleware Operations","","","","82b70affdb7a97442d42a026ca9619f6"
"InfrastructureMiddlewareOperations-Support","Marriott","","Assignment","Group for Level 3 Operations Middleware support","","","","9f0f12f7db725b44b355dda5ca96197f"
"InfrastructureNetworkOperations-PROB","Marriott","Sishith Asok Ramvilla","Assignment","Problem Owner group for infrastructure network.","","","","866759a1db7b7240d82838f0ad9619fb"
"InfrastructureSecurity-PROB","Marriott","Pedro Alvarez","Assignment","Problem Owner group for Infrastructure Security to manage problems (review/accept RCAs and problem solutions).","","","","edc5f94f1b3e501074bedb56dc4bcb7a"
"InfrastructureStorageOperations-Support","Marriott","Prashant Konnur","Assignment","Assignment group for the L3 Storage and Backup  Operations team.","","","","0ee3f37cdbe7df4825380114b99619a5"
"Infrasys-GPOS-Support","Marriott","Gregory Harrison","Assignment","Shiji Infrasys POS group","","","","efc666d7933c2ed8633bbf2a6aba102f"
"Insight Services","Marriott","Susan Ensminger","Assignment","DO NOT ASSIGN ANY TICKETS TO THIS GROUP AS THIS IS FOR AN AUTOMATED INTEGRATION PROCESS","","","","8d6437792fb710105048d8492799b6f9"
"Intermediary-Sales-Support-APPRV","Marriott","Stacie Canova","Approval","Group to manage SSL Certificates","","","","1ef3fbcf1bb2b4509b9f99bc1d4bcb9e"
"International-EcoSure-PSR-Support","Marriott","Charles Hill","Assignment","Vendor that will be conducting PSRs","","","","c2dc51f947289e509df0cab2846d4359"
"InventoryWizard-Build-Dev","Marriott","Halgiri Muralidhar","Assignment","Inventory Wizard Build team","","","","8da7fb84db6c0f40f6dbd2c75e961980"
"IO-APPRV","TCS","Roger Bouharb","Approval","Approval group for IO ( Inventory Optimization or Enhanced Inventory Optimization) Application under Revenue Management Systems (RMS)","","","","650a5d36dbebba00b3375e65ce961933"
"IO-Support","TCS","Roger Bouharb","Assignment","Default ticket assignment group for Inventory Optimization (IO) application support in the Revenue Management portfolio","","","","290a5d36dbebba00b3375e65ce96197f"
"IOT-Vendors-Marriott-Associate-App-APPRV-US-CAN","Marriott","Alexandra Nalevanko","Approval","Group responsible for approving change requests associated to the Marriott Associate Mobile App","","","","063d9f841b10d91049cda979b04bcbf4"
"iPAS Analytics Agile Team","Marriott","Meagan Moran","Assignment","Agile group for the iPAS Analytics Team","","","","0fbc76be1b8ae450ad6fc8451a4bcb4b"
"iPAS Data Platform Admin","Marriott","Meagan Moran","Security","iPAS Reporting & Analytics Data Platform Admin Group","","","","5eb308f30faf4b00958400dce1050ef8"
"iPAS Ideation Agile Team","Marriott","Renee Chait","","Agile group for the iPAS Ideation","","","","93e42da497d511182dd4f1a71153af3b"
"iPAS Reporting & Analytics Team","Marriott","Meagan Moran","Assignment","This group will be using the ServiceNow Agile development module to build and develop Microsoft Power BI dashboards using a variety of data sources. This team is also creating performance analytics. ","","","","7f000173db3d9bc0b355dda5ca9619c9"
"iPAS Reporting - Network","Marriott","Meagan Moran","Assignment","Access to iPSD Network Reporting","","","","21ca18cf1ba27454769cb9d51a4bcbca"
"iPAS SNOW Reporting Agile Team","Marriott","Kyle Howard","","Agile Group for the iPAS SNOW Reporting team","","","","1b161dc387655114417f8774dabb35ce"
"iPAS Strategy Agile Team","","Kyle Howard","","Agile group for the iPAS Strategy Team","","","","0e7fc37a1b0cd550769cb9d51a4bcb8e"
"iPAS-Portfolio-Management-Strategy","Marriott","Kyle Howard","Assignment","iPAS Portfolio Management & Strategy group","","","","00b929a0473b9598247eab35a46d43e7"
"iPMO-Data-Factory-APPRV-AMER","Marriott","Meagan Moran","Approval","IPMO Data Factory reporting for Plan of the Week","","","","d583c25bdb6c4c5058df12484b961925"
"iPMO-POW-Members-Quality","Marriott","Meagan Moran","Assignment","This group provides access to dashboards and reports shared in the iPMO Plan of the Week (POW) meeting","","","","1982f568dbab2340b74c3ede7c961972"
"iPMO-Program-Admin-Support","Marriott","Meagan Moran","Assignment","Group for iPMO Administration Support over Programs. ","","","","ba15dadbdb222b8873f879ea8c9619c5"
"iPMO-Visitors","Marriott","Meagan Moran","Assignment","Group members can view shared iPMO Reports","","","","7a6713fa1b7ce010ad6fc8451a4bcb8d"
"IPSD-DisasterRecovery-Support","Marriott","Lisa Dower","Assignment","This group is responsible for reviewing and approving all Disaster Recovery requirements.","","","","99e68129db8d470490b57bedae961959"
"IPT-Trackers-CTO-Support-US-CAN","Marriott","Richa Ahuja","Assignment","Group of people who will review and update the dashboard and the corresponding reports.","","","","638f216cc3c42a141936f72f050131e9"
"IRFA-Support-EUR","Marriott","Susan Percival","Assignment","UK IT Support Field Associates","","","","f50a5d36dbebba00b3375e65ce9619df"
"IS-dashDB-Support-AMER","IBM","Tad Worley","Assignment","This group provides operational support for DASHDB","","","","9a57d1a1db7b7240d82838f0ad961980"
"IS-Tableau-Support-AMER","Marriott","Naveen Duppati","Assignment","Interactive Reporting Tableau Environment (https://marriottreporting.com and https://dev.marriottreporting.com), Support group.","","","","1e9c2486db950708b3375e65ce9619c7"
"ISTRR-Support-EMEA","Marriott","Mustafa Bulmus","Assignment","Dear Team,
Could you change the name of the group name to IT-ISTRR-Support-EMEA, please?
Thanks.
Regards.","","","","1f4f9b58978d91d06f20dea00153afdd"
"IT Asset Management","","Sandra Thomas","","Agile group for Asset Management related initiatives","","","","080f5257db1449d0fee9676ed39619b0"
"IT Delivery Artifacts Review ","Marriott","","Assignment","Group for IT Delivery Request","","","","14899970db0d834019d7fd7aae9619d7"
"IT Delivery Review Board","Marriott","","Assignment","Group for IT Delivery Review","","","","d98a1d70db0d834019d7fd7aae9619f4"
"IT Device Compliance-Support","Marriott","Bruce Nguyen","Assignment","Group use to remediate Device Compliance","","","","d018aeeadb52234ca5a37dc88c96193e"
"IT Managers","Marriott","","Assignment","Users with IT manager role","","","","31286fdbdb7c37c003b578fdaa9619f8"
"IT Peer Reviewer-ADMIN","Marriott","Asif Minhas","Security","This group gives access to IT Property Peer Review ADMIN module","","","","fb71d606db34ff8003b578fdaa9619bd"
"IT Peer Reviewer-AMERICAS","Marriott","Asif Minhas","Security","This group gives access to IT Property Peer Review module","","","","63411606db34ff8003b578fdaa96192e"
"IT Peer Reviewer-APAC","Marriott","Lahiru Chandima Weerasinghe","Security","This group gives access to IT Property Peer Review module for APEC & Greater China","","","","d08c8a4edbf0ff8003b578fdaa961940"
"IT Peer Reviewer-EMEA","Marriott","Charles Hill","Security","This group gives access to the reviewers of EMEA for IT Property Peer Review module","","","","712d4c99dbd8ac501048715a8c961908"
"iT-AAESI-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for Sheraton Annaba Hotel (AAESI)","","","","2b517e5edbb3e384d25c3a4b7c9619f8"
"iT-AANLO-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for Aloft Al Ain (AANLO)","","","","0edabd17db7b27049e6f540adc961912"
"iT-ABVSI-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for Sheraton Abuja Hotel (ABVSI)","","","","1da03696dbb3e384d25c3a4b7c96192e"
"iT-ABZCY-Support-EMEA","Marriott","Charles Hill","Assignment","IT Support Group for ABZCY","","Courtyard by Marriott Aberdeen Airport","","d5aca2f2db0f37401048715a8c96193b"
"iT-ABZDE-Support-EMEA","Marriott","Charles Hill","Assignment","IT Support Group for ABZDE","","Delta Hotels by Marriott Aberdeen","","91aca2f2db0f37401048715a8c96192d"
"iT-ABZRI-Support-EMEA","Marriott","Charles Hill","Assignment","IT Support Group for ABZRI","","Residence Inn Aberdeen","","55aca2f2db0f37401048715a8c96193d"
"iT-ACCMC-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for Accra Marriott Hotel (ACCMC)","","","","23f03a9adbb3e384d25c3a4b7c96192b"
"iT-ADBBR-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for Renaissance Izmir Hotel (ADBBR)","","Renaissance Izmir Hotel","","d1aca2f2db0f37401048715a8c96193f"
"iT-ADDER-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for Marriott Executive Apartments Addis Ababa (ADDER)","","","","9c22e059db44b7849e6f540adc96192b"
"iT-ADDLC-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for Sheraton Addis (ADDLC)","","","","84417a1edbb3e384d25c3a4b7c9619d4"
"iT-AGPWI-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for The Westin La Quinta Golf Resort & Spa, Benahavis, Marbella (AGPWI)","","The Westin La Quinta Golf Resort & Spa, Benahavis, Marbella","","51aca2f2db0f37401048715a8c961941"
"iT-ALARZ-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for The Ritz-Carlton, Almaty (ALARZ)","","The Ritz-Carlton, Almaty","","ddaca2f2db0f37401048715a8c961942"
"iT-ALGBR-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for Renaissance Tlemcen Hotel (ALGBR)","","","","c2e70449dbc8f300fa7b58d6dc96190c"
"IT-ALGMC-Support-EMEA","Marriott","Charles Hill","Assignment","IT-ALGMC-Support-EMEA","","","","df5a64c91bf9d41444982f876e4bcb58"
"iT-ALGRI-Support-EMEA","Marriott","Charles Hill","Assignment","This is the Property Support Group for ALGRI - Residence Inn by Marriott Algiers Bab Ezzouar","","","","27ba0a6f1ba4f01089b84005bd4bcb35"
"iT-ALGRI-Support-EMEA-Support-EMEA","Marriott","Mohammed Oukebdane","Assignment","Property support group","","","","6814df371bbc74508efc1f4fad4bcb08"
"iT-ALGSI-Support-EMEA","Marriott","","Assignment","iT support and assignment group for Sheraton Club des Pins Resort (ALGSI)","","","","191820aedb2767cc3cf779bb8c96197e"
"iT-ALYSI-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for Sheraton Montazah Hotel (ALYSI)","","","","64d1bed2dbf3e384d25c3a4b7c961953"
"iT-AMMJR-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for Amman Marriott Hotel (AMMJR)","","","","97bb7388dbb3234400af5099dc9619b2"
"iT-AMMRZ-Support-EMEA","Marriott","Charles Hill","Assignment","iT Support group for AMMRZ","","","","ae7a2acb1b0495d049cda979b04bcb76"
"iT-AMMSI-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for Sheraton Amman Al Nabil Hotel (AMMSI)","","","","c39f34f9dbb7ef403c58309e7c961980"
"iT-AMMWI-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for W Amman (AMMWI)","","","","9dafbdb6dbc47bc03cf779bb8c961933"
"iT-AMMXR-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for The St. Regis Amman (AMMXR)","","","","770613ebdb7ff74059ad13694b96197f"
"iT-AMSNT-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for Amsterdam Marriott Hotel (AMSNT)","","Amsterdam Marriott Hotel","","5daca2f2db0f37401048715a8c961944"
"iT-AMSRD-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for Renaissance Amsterdam Hotel (AMSRD)","","Renaissance Amsterdam Hotel","","d9aca2f2db0f37401048715a8c961946"
"iT-AMSSI-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for Sheraton Amsterdam Airport Hotel and Conference Center (AMSSI)","","Sheraton Amsterdam Airport Hotel and Conference Center","","11aca2f2db0f37401048715a8c961955"
"iT-AMSWH-Support-EMEA","Marriott","Charles Hill","Assignment","iT support and assignment group for W Amsterdam (AMSWH)","","W Amsterdam","","9daca2f2db0f37401048715a8c961956"
"IT-AP-ADLMC-Support-AP","Marriott","Boon Seng Khor","Assignment","No Existing group for property ADLMC","","","","080f9827976279907da33bb3f153af7e"
"iT-AP-Admin-Manager-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","16883f12db2ba3001048715a8c9619c9"
"iT-AP-AGRFI-Support-AP","Marriott","Boon Seng Khor","Assignment","No Existing group for property AGRFI","","","","5948ce05975ba95ce3ba7eb71153afa4"
"iT-AP-Ahmedabad-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","Ahmedabad Cluster group

Marsha need to be route.
AMDBR
AMDCY
AMDFR","","","","6af499641b46185074bedb56dc4bcb3d"
"iT-AP-AKLFP-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","eb2e8c47dbff2b00b478502bdc9619b2"
"IT-AP-AKLJW-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support","","","","ab2422ae476399d450a7e738436d435c"
"IT-AP-AMDLM-Support-AP","Marriott","Boon Seng Khor","Assignment","AMDCY brand conversion happening as AMDLM, No existing SNOW group for AMDLM property","","","","2578350647912a10c7f0a91fe16d43cb"
"IT-AP-AMDMD-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support","","","","87eb7afb87f35e50311333373cbb3574"
"iT-AP-Amritsar-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","108de75cdb8440d059ad13694b961931"
"iT-AP-APECoffices-Support-AP","Marriott","Boon Seng Khor","Assignment","New Cluster.","","","","6b35a0eadb72f41007e373e1ba961968"
"IT-AP-ATQER-Support-AP","Marriott","Boon Seng Khor","Assignment","APEC","","","","3d49743387c94a10b3b162c83cbb35c9"
"IT-AP-ATQFP-Support-AP","Marriott","Boon Seng Khor","Assignment","APEC Support","","","","2ae8b07f87894a10b3b162c83cbb35d3"
"iT-AP-Bali-Kuta-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","Cluster formed
DPSKS
DPSKA","","","","62ba17d3dbb2ac50e0bf7324399619bb"
"IT-AP-Bali-Legian-Cluster-Support","Marriott","Boon Seng Khor","Assignment","APAC Support","","","","c5b1c83397dbe1506f20dea00153af08"
"iT-AP-Bali-Uluwatu-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","iT-AP-Bali-Uluwatu-Cluster-Support-AP","","","","480362aadb164450221f51094b96193c"
"IT-AP-Bandung-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","Please create this group as ITIL permission","","","","50c5e0f9db9f48142e3a9345ca961940"
"iT-AP-Bangkok-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","262e0847dbff2b00b478502bdc9619e1"
"iT-AP-Batam-Cluster-Support","Marriott","Boon Seng Khor","Assignment","No Existing group for Batam IT cluster","","","","a3672d7697b7e990968337cfe153af3d"
"iT-AP-BAVMC-Support-AP","Marriott","Jing Yu Pan","Assignment","new hotel request access SNOW admin.","","","","6ec3e58cdbf7e0101a9c2f75ca96195c"
"iT-AP-BDOCY-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","bb2ecc47dbff2b00b478502bdc961964"
"iT-AP-BDOFP-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","b72ecc47dbff2b00b478502bdc961993"
"iT-AP-BDOOX-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","372ecc47dbff2b00b478502bdc9619a9"
"iT-AP-BDOSI-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","332ecc47dbff2b00b478502bdc9619d8"
"iT-AP-BDQFI-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support","","","","c357ac091b5fc51074bedb56dc4bcb5e"
"iT-AP-Beijing-Cluster-Support-AP","Marriott","Jing Yu Pan","Assignment","North China","","","","aa2e0847dbff2b00b478502bdc961999"
"iT-AP-Bengaluru-City-Centre-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","7e2e8847dbff2b00b478502bdc961988"
"iT-AP-Bengaluru-East-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","fe2e8847dbff2b00b478502bdc961921"
"IT-AP-Bengaluru-North-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","APEC Support","","","","bb3c8d3b476816d410fdc43d026d4322"
"iT-AP-Bhopal-Indore-Cluster-Support-AP","Marriott","Boon Seng Khor","Assignment","Bhopal & Indore cluster

Marsha to be route.
IDRMH
IDRFI
BHOCY
IDRSI","","","","e32599a41b46185074bedb56dc4bcb44"
"iT-AP-BJSAL-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","772ecc47dbff2b00b478502bdc9619f7"
"iT-AP-BJSFL-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","c03e0087dbff2b00b478502bdc96190a"
"iT-AP-BJSFP-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","883e0087dbff2b00b478502bdc961913"
"iT-AP-BJSLF-Support-AP","Marriott","Jing Yu Pan","Assignment","APAC Support Team","","","","083e0087dbff2b00b478502bdc961926"
"iT-AP-BKIKK-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","f082ff1adbe7a3001048715a8c9619c5"
"iT-AP-BKIMD-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","c83e0087dbff2b00b478502bdc96195e"
"iT-AP-BKKAL-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","483e0087dbff2b00b478502bdc961974"
"iT-AP-BKKLA-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","103e0087dbff2b00b478502bdc9619cf"
"iT-AP-BKKLC-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","d43e0087dbff2b00b478502bdc9619d8"
"IT-AP-BKKRR-Support-AP","Marriott","Boon Seng Khor","Assignment","APEC Support Group","","","","d397004b875c2a14739e0d47dabb35a2"
"iT-AP-BKKSI-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","9c3e0087dbff2b00b478502bdc9619e1"
"iT-AP-BKKWI-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","9c3e4087dbff2b00b478502bdc961932"
"iT-AP-BKKXR-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","983e4087dbff2b00b478502bdc961961"
"It-AP-BOM40-Support-AP","Marriott","Boon Seng Khor","Assignment","no existing snow group for BOM40","","","","2abd47ba471c82dc50a7e738436d432b"
"IT-AP-BOMAW-Support-AP","Marriott","Boon Seng Khor","Assignment","APEC SUpport group","","","","179cb8c593c34250a91fb8597bba1050"
"iT-AP-BOMBR-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","603e8087dbff2b00b478502bdc961926"
"iT-AP-BOMER-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support Team","","","","ec3e8087dbff2b00b478502bdc96198f"
"IT-AP-BOMMN-Support-AP","Marriott","Boon Seng Khor","Assignment","No Exisitng SNOW group for BOMMN","","","","084266ea47510294c8f6b4ae436d436f"
"iT-AP-BOMWW-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support","","","","e1d93e36db81c9d075589c46b996196f"
"IT-AP-BPEMC-Support-AP","Marriott","Jing Yu Pan","Assignment","Field Support group","","","","c8adcf1c47488ed0823f878a436d433d"
"IT-AP-BPLAC-Support-AP","Marriott","Hua Zhang","Assignment","Property SNOW support group.","","","","c316dae4870d6e90311333373cbb35d5"
"iT-AP-BPLAC-Support-AP-APPRV-AP","Marriott","Kris Yu","Approval","It is necessary to receive the information from the group and submit a Case to APSMC.","","","","3b70225c8785e690311333373cbb351d"
"iT-AP-BPNFP-Support-AP","Marriott","Boon Seng Khor","Assignment","APAC Support group","","","","1effadd9dbeccc502b662fe51b961999"
